token_ID,filename,category,word,POS,rel
18682,brilliant_male,they,other,are,VERB,nsubj
18726,brilliant_male,man,men,real,ADJ,amod
18729,brilliant_male,you,other,count,VERB,nsubj
18786,brilliant_male,you,other,think,VERB,nsubj
18862,brilliant_male,you,other,be,VERB,nsubj
18885,brilliant_male,you,other,have,VERB,nsubj
18895,brilliant_male,man,men,big,ADJ,amod
18933,brilliant_male,guys,men,know,VERB,nsubj
18983,brilliant_male,people,other,other,ADJ,amod
19005,brilliant_male,you,other,got,VERB,nsubj
19008,brilliant_male,somebody,other,got,VERB,dobj
19101,brilliant_male,player,other,tough,ADJ,amod
19120,brilliant_male,coach,other,best,ADJ,amod
19126,brilliant_male,you,other,want,VERB,nsubj
19129,brilliant_male,you,other,'re,VERB,nsubj
19132,brilliant_male,guy,men,young,ADJ,amod
19139,brilliant_male,coach,other,best,ADJ,amod
19140,brilliant_male,coach,other,look,VERB,nsubj
19145,brilliant_male,coach,other,best,ADJ,amod
19146,brilliant_male,coach,other,asked,VERB,nsubj
19151,brilliant_male,coach,other,best,ADJ,amod
19166,brilliant_male,coach,other,best,ADJ,amod
19167,brilliant_male,coach,other,asked,VERB,nsubjpass
19173,brilliant_male,coach,other,best,ADJ,amod
19174,brilliant_male,coach,other,done,VERB,nsubj
19183,brilliant_male,anyone,other,say,VERB,nsubj
19213,brilliant_male,kid,other,decent,ADJ,amod
19218,brilliant_male,you,other,find,VERB,nsubj
19243,brilliant_male,people,other,know,VERB,nsubj
19268,brilliant_male,you,other,have,VERB,nsubj
19286,brilliant_male,people,other,few,ADJ,amod
19340,brilliant_male,you,other,find,VERB,nsubj
19367,brilliant_male,they,other,played,VERB,nsubj
19373,brilliant_male,they,other,did,VERB,nsubj
19381,brilliant_male,they,other,turned,VERB,dobj
19394,brilliant_male,person,other,smart,ADJ,amod
19421,brilliant_male,player,other,unique,ADJ,amod
19422,brilliant_male,player,other,become,VERB,nsubj
19426,brilliant_male,player,other,new,ADJ,amod
19508,brilliant_male,man,men,is,VERB,nsubj
19570,brilliant_male,audience,other,is,VERB,nsubj
19572,brilliant_male,you,other,see,VERB,nsubj
19604,brilliant_male,them,other,involved,VERB,nsubj
19614,brilliant_male,kids,other,allowed,VERB,nsubjpass
19658,brilliant_male,boys,men,had,VERB,nsubj
19750,brilliant_male,you,other,read,VERB,nsubj
19755,brilliant_male,you,other,learn,VERB,nsubj
19809,brilliant_male,her,women,tell,VERB,nsubj
19826,brilliant_male,her,women,done,VERB,nsubj
19835,brilliant_male,people,other,ask,VERB,nsubj
19860,brilliant_male,people,other,are,VERB,nsubj
19900,brilliant_male,character,other,reading,VERB,dobj
19949,brilliant_male,people,other,make,VERB,nsubj
20063,brilliant_male,you,other,run,VERB,nsubj
20177,brilliant_male,you,other,know,VERB,nsubj
20196,brilliant_male,you,other,know,VERB,nsubj
20211,brilliant_male,you,other,saying,VERB,nsubj
20261,brilliant_male,you,other,put,VERB,nsubj
20300,brilliant_male,writer,other,shows,VERB,nsubj
20310,brilliant_male,writer,other,show,VERB,nsubj
20358,brilliant_male,children,other,visit,VERB,dobj
20369,brilliant_male,you,other,go,VERB,nsubj
20443,brilliant_male,people,other,watch,VERB,nsubj
20482,brilliant_male,you,other,say,VERB,nsubj
20563,brilliant_male,clients,other,feel,VERB,nsubj
20604,brilliant_male,player,other,nice,ADJ,amod
20627,brilliant_male,team,other,first,ADJ,amod
20628,brilliant_male,team,other,take,VERB,dobj
20638,brilliant_male,players,other,other,ADJ,amod
20661,brilliant_male,league,other,ranked,VERB,amod
20691,brilliant_male,you,other,know,VERB,nsubj
20705,brilliant_male,president,other,make,VERB,nsubj
20723,brilliant_male,you,other,going,VERB,nsubj
20740,brilliant_male,individuals,other,like,VERB,dobj
20765,brilliant_male,people,other,take,VERB,nsubj
20782,brilliant_male,men,men,young,ADJ,amod
20788,brilliant_male,men,men,young,ADJ,amod
20796,brilliant_male,men,men,young,ADJ,amod
20797,brilliant_male,men,men,know,VERB,nsubj
20801,brilliant_male,obama,named,know,VERB,dobj
20840,brilliant_male,person,other,only,ADJ,amod
20849,brilliant_male,you,other,want,VERB,nsubj
20884,brilliant_male,politician,other,say,VERB,nsubj
20913,brilliant_male,people,other,saying,VERB,nsubj
21024,brilliant_male,team,other,is,VERB,nsubj
21032,brilliant_male,players,other,young,ADJ,amod
21033,brilliant_male,players,other,are,VERB,nsubj
21199,brilliant_male,character,other,believe,VERB,nsubj
21254,brilliant_male,character,other,'s,VERB,nsubj
21261,brilliant_male,character,other,perfect,ADJ,amod
21266,brilliant_male,you,other,consider,VERB,nsubj
21270,brilliant_male,woman,women,intelligent,ADJ,amod
21279,brilliant_male,you,other,are,VERB,nsubj
21287,brilliant_male,women,women,think,VERB,nsubj
21289,brilliant_male,women,women,thinking,VERB,nsubj
21307,brilliant_male,character,other,smart,ADJ,nsubj
21318,brilliant_male,characters,other,other,ADJ,amod
21329,brilliant_male,people,other,keeping,VERB,dobj
21334,brilliant_male,people,other,looking,VERB,nsubj
21354,brilliant_male,journalist,other,effective,ADJ,amod
21390,brilliant_male,campaigner,other,great,ADJ,amod
21396,brilliant_male,diplomat,other,experienced,ADJ,amod
21418,brilliant_male,majority,other,vast,ADJ,amod
21438,brilliant_male,friend,other,have,VERB,dobj
21461,brilliant_male,guy,men,met,VERB,dobj
21501,brilliant_male,characters,other,are,VERB,nsubj
21512,brilliant_male,characters,other,are,VERB,nsubj
21521,brilliant_male,characters,other,be,VERB,nsubj
21538,brilliant_male,characters,other,have,VERB,nsubj
21617,brilliant_male,you,other,thank,VERB,dobj
21629,brilliant_male,you,other,thank,VERB,dobj
21753,brilliant_male,enemies,other,are,VERB,nsubj
21784,brilliant_male,friends,other,belonged,VERB,nsubj
21814,brilliant_male,she,women,taken,VERB,nsubjpass
21820,brilliant_male,adults,other,same,ADJ,amod
21824,brilliant_male,she,women,'s,VERB,nsubj
21841,brilliant_male,brothers,men,own,ADJ,amod
21855,brilliant_male,you,other,keep,VERB,nsubj
21858,brilliant_male,she,women,keep,VERB,dobj
21870,brilliant_male,life,other,is,VERB,nsubj
21878,brilliant_male,life,other,seems,VERB,nsubj
22034,brilliant_male,correspondent,other,longtime,ADJ,amod
22103,brilliant_male,you,other,see,VERB,nsubj
22114,brilliant_male,boys,men,are,VERB,nsubj
22135,brilliant_male,man,men,young,ADJ,amod
22136,brilliant_male,man,men,made,VERB,nsubj
22143,brilliant_male,parents,other,separated,VERB,nsubj
22158,brilliant_male,life,other,new,ADJ,amod
22164,brilliant_male,life,other,new,ADJ,amod
22226,brilliant_male,she,women,been,VERB,nsubjpass
22236,brilliant_male,he,men,was,VERB,nsubj
22242,brilliant_male,she,women,had,VERB,nsubjpass
22261,brilliant_male,she,women,was,VERB,nsubj
22308,brilliant_male,people,other,fall,VERB,nsubj
22344,brilliant_male,directors,other,only,ADJ,amod
22366,brilliant_male,you,other,think,VERB,nsubj
22399,brilliant_male,others,other,persuade,VERB,dobj
22436,brilliant_male,friend,other,doing,VERB,nsubj
22458,brilliant_male,wife,women,murdered,VERB,dobj
22473,brilliant_male,friend,other,were,VERB,nsubj
22515,brilliant_male,you,other,read,VERB,nsubj
22547,brilliant_male,you,other,have,VERB,nsubj
22551,brilliant_male,you,other,want,VERB,nsubj
22624,brilliant_male,player,other,important,ADJ,amod
22685,brilliant_male,town,other,small,ADJ,amod
22751,brilliant_male,you,other,ask,VERB,nsubj
22764,brilliant_male,you,other,choose,VERB,nsubj
22770,brilliant_male,you,other,know,VERB,nsubj
22787,brilliant_male,you,other,asked,VERB,nsubj
22795,brilliant_male,life,other,own,ADJ,amod
22796,brilliant_male,life,other,done,VERB,nsubj
22837,brilliant_male,you,other,vote,VERB,nsubj
22899,brilliant_male,she,women,'s,VERB,nsubj
22903,brilliant_male,you,other,got,VERB,nsubj
22978,brilliant_male,you,other,doing,VERB,nsubj
23006,brilliant_male,people,other,have,VERB,nsubj
23034,brilliant_male,you,other,think,VERB,nsubj
23080,brilliant_male,gentleman,men,true,ADJ,amod
23106,brilliant_male,people,other,think,VERB,nsubj
23111,brilliant_male,people,other,see,VERB,nsubj
23151,brilliant_male,people,other,make,VERB,nsubj
23156,brilliant_male,people,other,make,VERB,nsubj
23189,brilliant_male,scientist,other,going,VERB,nsubj
23209,brilliant_male,you,other,have,VERB,nsubj
23234,brilliant_male,mormon,other,early,ADJ,amod
23253,brilliant_male,family,other,whole,ADJ,amod
23254,brilliant_male,family,other,takes,VERB,dobj
23276,brilliant_male,player,other,only,ADJ,amod
23283,brilliant_male,league,other,play,VERB,dobj
23312,brilliant_male,guy,men,wonderful,ADJ,amod
23508,brilliant_male,you,other,know,VERB,nsubj
23516,brilliant_male,someone,other,know,VERB,dobj
23533,brilliant_male,life,other,is,VERB,nsubj
23631,brilliant_male,people,other,many,ADJ,amod
23635,brilliant_male,people,other,young,ADJ,amod
23642,brilliant_male,you,other,have,VERB,nsubj
23647,brilliant_male,you,other,want,VERB,nsubj
23714,brilliant_male,you,other,want,VERB,nsubj
23743,brilliant_male,person,other,great,ADJ,amod
23758,brilliant_male,you,other,'re,VERB,nsubj
23775,brilliant_male,you,other,looking,VERB,nsubj
23847,brilliant_male,woman,women,great,ADJ,amod
23848,brilliant_male,woman,women,made,VERB,nsubj
23853,brilliant_male,man,men,great,ADJ,amod
23919,brilliant_male,actors,other,best,ADJ,amod
23929,brilliant_male,actors,other,are,VERB,nsubj
23995,brilliant_male,parents,other,support,VERB,dobj
24012,brilliant_male,person,other,nicest,ADJ,amod
24014,brilliant_male,anyone,other,known,VERB,nsubj
24030,brilliant_male,someone,other,hang,VERB,nsubj
24039,brilliant_male,they,other,are,VERB,nsubj
24112,brilliant_male,director,other,great,ADJ,amod
24273,brilliant_male,you,other,know,VERB,nsubj
24276,brilliant_male,people,other,started,VERB,nsubj
24357,brilliant_male,they,other,changed,VERB,nsubj
24384,brilliant_male,you,other,say,VERB,nsubj
24479,brilliant_male,you,other,find,VERB,nsubj
24490,brilliant_male,author,other,tell,VERB,dobj
24495,brilliant_male,he,men,likes,VERB,nsubj
24503,brilliant_male,reader,other,other,ADJ,amod
24528,brilliant_male,person,other,wonderful,ADJ,amod
24534,brilliant_male,people,other,nice,ADJ,amod
24545,brilliant_male,student,other,great,ADJ,amod
24570,brilliant_male,family,other,was,VERB,nsubj
24585,brilliant_male,family,other,got,VERB,nsubj
24597,brilliant_male,family,other,have,VERB,nsubj
24610,brilliant_male,friend,other,proclaimed,VERB,amod
24617,brilliant_male,classmate,other,old,ADJ,amod
24628,brilliant_male,friend,other,proclaimed,VERB,amod
24659,brilliant_male,mother,women,lives,VERB,nsubj
24671,brilliant_male,mother,women,is,VERB,nsubj
24698,brilliant_male,you,other,know,VERB,nsubj
24756,brilliant_male,character,other,everyday,ADJ,amod
24787,brilliant_male,speaker,other,strong,ADJ,amod
24987,brilliant_male,businessman,men,successful,ADJ,amod
24999,brilliant_male,businessman,men,successful,ADJ,amod
25012,brilliant_male,businessman,men,successful,ADJ,amod
25028,brilliant_male,businessman,men,successful,ADJ,amod
25032,brilliant_male,they,other,were,VERB,nsubj
25046,brilliant_male,they,other,had,VERB,nsubj
25069,brilliant_male,people,other,find,VERB,nsubj
25143,brilliant_male,they,other,got,VERB,nsubj
25171,brilliant_male,you,other,hear,VERB,nsubj
25207,brilliant_male,you,other,have,VERB,nsubj
25229,brilliant_male,you,other,come,VERB,nsubj
25266,brilliant_male,woman,women,young,ADJ,amod
25277,brilliant_male,woman,women,young,ADJ,amod
25278,brilliant_male,woman,women,told,VERB,dobj
25292,brilliant_male,girl,women,young,ADJ,amod
25293,brilliant_male,girl,women,advise,VERB,dobj
25306,brilliant_male,woman,women,young,ADJ,amod
25314,brilliant_male,woman,women,young,ADJ,amod
25321,brilliant_male,self,other,inner,ADJ,amod
25357,brilliant_male,he,men,do,VERB,nsubj
25368,brilliant_male,he,men,play,VERB,nsubj
25373,brilliant_male,he,men,'s,VERB,nsubj
25381,brilliant_male,he,men,be,VERB,nsubj
25405,brilliant_male,he,men,put,VERB,nsubjpass
25433,brilliant_male,champion,other,big,ADJ,amod
25435,brilliant_male,champion,other,strong,ADJ,amod
25473,brilliant_male,you,other,come,VERB,nsubj
25517,brilliant_male,you,other,help,VERB,dobj
25614,brilliant_male,man,men,good,ADJ,amod
25653,brilliant_male,listener,other,good,ADJ,amod
25670,brilliant_male,mentor,other,old,ADJ,amod
25685,brilliant_male,guy,men,passionate,ADJ,amod
25695,brilliant_male,you,other,want,VERB,nsubj
25714,brilliant_male,mentor,other,old,ADJ,amod
25753,brilliant_male,kids,other,going,VERB,amod
25759,brilliant_male,kids,other,going,VERB,amod
25840,brilliant_male,actor,other,great,ADJ,amod
25849,brilliant_male,people,other,great,ADJ,amod
25850,brilliant_male,people,other,creates,VERB,dobj
25921,brilliant_male,he,men,gets,VERB,nsubj
26098,brilliant_male,you,other,went,VERB,nsubj
26159,brilliant_male,you,other,want,VERB,nsubj
26171,brilliant_male,you,other,get,VERB,nsubj
26228,brilliant_male,people,other,saying,VERB,nsubj
26285,brilliant_male,you,other,hear,VERB,nsubj
26303,brilliant_male,you,other,tell,VERB,dobj
26343,brilliant_male,you,other,know,VERB,nsubj
26364,brilliant_male,guy,men,good,ADJ,amod
26367,brilliant_male,they,other,know,VERB,nsubj
26380,brilliant_male,they,other,trust,VERB,nsubj
26388,brilliant_male,he,men,'s,VERB,nsubj
26397,brilliant_male,guy,men,nice,ADJ,amod
26405,brilliant_male,you,other,know,VERB,nsubj
26435,brilliant_male,someone,other,is,VERB,nsubj
26456,brilliant_male,others,other,many,ADJ,amod
26493,brilliant_male,crew,other,spent,VERB,nsubj
26573,brilliant_male,guardian,other,was,VERB,nsubj
26648,brilliant_male,you,other,watch,VERB,nsubj
26650,brilliant_male,someone,other,tell,VERB,nsubj
26652,brilliant_male,you,other,tell,VERB,dobj
26654,brilliant_male,someone,other,liked,VERB,nsubj
26658,brilliant_male,guy,men,same,ADJ,amod
26659,brilliant_male,guy,men,liked,VERB,dobj
26735,brilliant_male,scientists,other,many,ADJ,amod
26736,brilliant_male,scientists,other,other,ADJ,amod
26737,brilliant_male,scientists,other,are,VERB,nsubj
26761,brilliant_male,listener,other,good,ADJ,amod
26767,brilliant_male,anyone,other,encourage,VERB,dobj
26802,brilliant_male,her,women,describe,VERB,dobj
26806,brilliant_male,girl,women,little,ADJ,amod
26818,brilliant_male,her,women,has,VERB,nsubj
26828,brilliant_male,she,women,has,VERB,nsubj
26856,brilliant_male,guy,men,puts,VERB,dobj
27006,brilliant_male,you,other,reading,VERB,nsubj
27012,brilliant_male,you,other,know,VERB,nsubj
27016,brilliant_male,he,men,is,VERB,nsubj
27030,brilliant_male,he,men,plays,VERB,nsubj
27033,brilliant_male,he,men,have,VERB,nsubj
27046,brilliant_male,anyone,other,deny,VERB,nsubj
27065,brilliant_male,he,men,brought,VERB,nsubj
27092,brilliant_male,you,other,got,VERB,nsubj
27117,brilliant_male,americans,other,remind,VERB,dobj
27184,brilliant_male,you,other,think,VERB,nsubj
27234,brilliant_male,players,other,few,ADJ,amod
27235,brilliant_male,players,other,young,ADJ,amod
27236,brilliant_male,players,other,select,VERB,dobj
27293,brilliant_male,you,other,need,VERB,nsubj
27303,brilliant_male,you,other,can,VERB,nsubj
27355,brilliant_male,advocate,other,staunch,ADJ,amod
27383,brilliant_male,opponents,other,found,VERB,nsubj
27400,brilliant_male,they,other,come,VERB,nsubj
27474,brilliant_male,wife,women,nice,ADJ,amod
27500,brilliant_male,team,other,has,VERB,nsubj
27517,brilliant_male,team,other,see,VERB,nsubj
27532,brilliant_male,player,other,improve,VERB,nsubj
27598,brilliant_male,player,other,got,VERB,dobj
27610,brilliant_male,player,other,real,ADJ,amod
27611,brilliant_male,player,other,special,ADJ,amod
27686,brilliant_male,team,other,taking,VERB,dobj
27723,brilliant_male,player,other,great,ADJ,amod
27726,brilliant_male,you,other,have,VERB,nsubj
27737,brilliant_male,you,other,believe,VERB,nsubj
27795,brilliant_male,guys,men,hottest,ADJ,amod
27816,brilliant_male,guys,men,only,ADJ,amod
27817,brilliant_male,guys,men,is,VERB,nsubj
27847,brilliant_male,writer,other,great,ADJ,amod
27848,brilliant_male,writer,other,takes,VERB,nsubj
27865,brilliant_male,critics,other,own,ADJ,amod
27866,brilliant_male,critics,other,blames,VERB,dobj
27879,brilliant_male,writer,other,great,ADJ,amod
27880,brilliant_male,writer,other,been,VERB,nsubj
27896,brilliant_male,critics,other,prolific,ADJ,amod
27905,brilliant_male,fighter,other,great,ADJ,amod
27948,brilliant_male,opponent,other,is,VERB,nsubj
27974,brilliant_male,champion,other,see,VERB,dobj
28011,brilliant_male,men,men,are,VERB,nsubj
28057,brilliant_male,you,other,get,VERB,nsubj
28078,brilliant_male,team,other,bring,VERB,dobj
28083,brilliant_male,team,other,get,VERB,dobj
28090,brilliant_male,team,other,best,ADJ,amod
28117,brilliant_male,taylor,named,returning,VERB,nsubj
28125,brilliant_male,coach,other,new,ADJ,amod
28190,brilliant_male,players,other,are,VERB,nsubj
28198,brilliant_male,players,other,have,VERB,nsubj
28236,brilliant_male,characters,other,are,VERB,nsubj
28281,brilliant_male,you,other,want,VERB,nsubj
28322,brilliant_male,children,other,tell,VERB,dobj
28325,brilliant_male,children,other,are,VERB,nsubj
28334,brilliant_male,children,other,are,VERB,nsubj
28382,brilliant_male,people,other,understand,VERB,nsubj
28405,brilliant_male,person,other,terrific,ADJ,amod
28425,brilliant_male,others,other,overcome,VERB,nsubj
28427,brilliant_male,others,other,overcome,VERB,dobj
28437,brilliant_male,people,other,first,ADJ,amod
28453,brilliant_male,you,other,'re,VERB,nsubj
28461,brilliant_male,you,other,decide,VERB,nsubj
28470,brilliant_male,people,other,question,VERB,nsubj
28478,brilliant_male,you,other,know,VERB,nsubj
28507,brilliant_male,girl,women,lovely,ADJ,amod
28536,brilliant_male,girl,women,single,ADJ,amod
28538,brilliant_male,girl,women,unlikable,ADJ,amod
28559,brilliant_male,you,other,understand,VERB,nsubj
28567,brilliant_male,author,other,is,VERB,nsubj
28579,brilliant_male,villain,other,true,ADJ,amod
28591,brilliant_male,hero,other,dies,VERB,nsubj
28608,brilliant_male,life,other,long,ADJ,amod
28609,brilliant_male,life,other,has,VERB,dobj
28662,brilliant_male,analyst,other,financial,ADJ,amod
28731,brilliant_male,villains,other,last,ADJ,amod
28793,brilliant_male,you,other,see,VERB,nsubj
28819,brilliant_male,people,other,understand,VERB,nsubj
28850,brilliant_male,you,other,bring,VERB,nsubj
28857,brilliant_male,people,other,understand,VERB,nsubj
28994,brilliant_male,people,other,pay,VERB,nsubj
29088,brilliant_male,characters,other,main,ADJ,amod
29181,brilliant_male,grandmother,women,told,VERB,nsubj
29184,brilliant_male,grandmother,women,told,VERB,dobj
29204,brilliant_male,women,women,are,VERB,nsubj
29214,brilliant_male,coach,other,best,ADJ,amod
29217,brilliant_male,you,other,find,VERB,nsubj
29267,brilliant_male,you,other,be,VERB,nsubj
29323,brilliant_male,players,other,other,ADJ,amod
29324,brilliant_male,players,other,top,ADJ,amod
29379,brilliant_male,man,men,young,ADJ,amod
29399,brilliant_male,officers,other,killed,VERB,dobj
29407,brilliant_male,wife,women,was,VERB,nsubj
29561,brilliant_male,people,other,most,ADJ,amod
29562,brilliant_male,people,other,think,VERB,nsubj
29602,brilliant_male,you,other,get,VERB,nsubj
29610,brilliant_male,they,other,seem,VERB,nsubj
29619,brilliant_male,they,other,do,VERB,nsubj
29623,brilliant_male,they,other,say,VERB,nsubj
29626,brilliant_male,they,other,don'tseen,VERB,nsubj
29633,brilliant_male,they,other,want,VERB,nsubj
29643,brilliant_male,they,other,can,VERB,nsubj
29665,brilliant_male,they,other,do,VERB,nsubj
29670,brilliant_male,they,other,'re,VERB,nsubj
29713,brilliant_male,you,other,asked,VERB,nsubjpass
29733,brilliant_male,you,other,come,VERB,nsubj
29847,brilliant_male,you,other,look,VERB,nsubj
29851,brilliant_male,team,other,other,ADJ,amod
29875,brilliant_male,people,other,other,ADJ,amod
29878,brilliant_male,people,other,other,ADJ,amod
29923,brilliant_male,crowd,other,whole,ADJ,amod
29960,brilliant_male,she,women,looked,VERB,nsubj
29964,brilliant_male,she,women,seemed,VERB,nsubj
29969,brilliant_male,girl,women,big,ADJ,amod
30004,brilliant_male,writer,other,special,ADJ,amod
30047,brilliant_male,audience,other,reach,VERB,dobj
30077,brilliant_male,people,other,many,ADJ,amod
30267,brilliant_male,guy,men,was,VERB,nsubj
30306,brilliant_male,athlete,other,wide,ADJ,amod
30408,brilliant_male,group,other,brilliant,ADJ,amod
30411,brilliant_male,people,other,passionate,ADJ,amod
30448,brilliant_male,people,other,share,VERB,nsubj
30456,brilliant_male,people,other,share,VERB,dobj
54,genius_female,girl,women,little,ADJ,amod
125,genius_female,you,other,were,VERB,nsubj
138,genius_female,you,other,thank,VERB,dobj
141,genius_female,wife,women,other,ADJ,amod
194,genius_female,you,other,go,VERB,nsubj
201,genius_female,you,other,have,VERB,nsubj
223,genius_female,he,men,thinks,VERB,nsubj
227,genius_female,team,other,knows,VERB,nsubj
232,genius_female,players,other,top,ADJ,amod
254,genius_female,people,other,many,ADJ,amod
266,genius_female,he,men,has,VERB,nsubj
278,genius_female,he,men,saw,VERB,dobj
297,genius_female,him,men,adored,VERB,dobj
311,genius_female,you,other,hear,VERB,nsubj
315,genius_female,him,men,feeling,NOUN,amod
316,genius_female,him,men,gave,VERB,nsubj
338,genius_female,you,other,realized,VERB,nsubj
379,genius_female,you,other,have,VERB,nsubj
381,genius_female,someone,other,have,VERB,dobj
434,genius_female,teacher,other,good,ADJ,amod
441,genius_female,you,other,'re,VERB,nsubj
444,genius_female,teacher,other,good,ADJ,amod
452,genius_female,teacher,other,bad,ADJ,amod
458,genius_female,he,men,makes,VERB,nsubj
460,genius_female,you,other,feel,VERB,nsubj
463,genius_female,he,men,helping,VERB,nsubj
467,genius_female,you,other,helping,VERB,dobj
529,genius_female,writer,other,charming,ADJ,amod
530,genius_female,writer,other,is,VERB,nsubj
549,genius_female,acquaintance,other,makes,VERB,dobj
587,genius_female,athlete,other,real,ADJ,amod
618,genius_female,character,other,play,VERB,dobj
646,genius_female,force,other,outside,ADJ,amod
660,genius_female,girl,women,brilliant,ADJ,amod
735,genius_female,person,other,only,ADJ,amod
736,genius_female,person,other,get,VERB,nsubj
832,genius_female,friend,other,gets,VERB,nsubj
856,genius_female,friend,other,has,VERB,nsubj
882,genius_female,you,other,tell,VERB,dobj
951,genius_female,they,other,used,VERB,nsubj
980,genius_female,heroes,other,dating,VERB,dobj
983,genius_female,women,women,want,VERB,nsubj
1059,genius_female,he,men,says,VERB,nsubj
1188,genius_female,kids,other,are,VERB,nsubj
1314,genius_female,author,other,selling,VERB,amod
1315,genius_female,author,other,reveals,VERB,nsubj
1337,genius_female,warriors,other,young,ADJ,amod
1338,genius_female,warriors,other,head,VERB,nsubj
1344,genius_female,friend,other,old,ADJ,amod
1378,genius_female,he,men,has,VERB,nsubj
1385,genius_female,he,men,'s,VERB,nsubj
1456,genius_female,member,other,oldest,ADJ,amod
1468,genius_female,mother,women,single,ADJ,amod
1492,genius_female,mother,women,had,VERB,nsubj
1504,genius_female,child,other,had,VERB,dobj
1513,genius_female,husband,men,first,ADJ,amod
1561,genius_female,you,other,get,VERB,nsubj
1619,genius_female,girls,women,pet,ADJ,amod
1620,genius_female,girls,women,hate,VERB,dobj
1649,genius_female,life,other,love,VERB,dobj
1704,genius_female,person,other,normal,ADJ,amod
1717,genius_female,person,other,normal,ADJ,amod
1795,genius_female,everyone,other,making,VERB,nsubj
1841,genius_female,loser,other,sad,ADJ,amod
1862,genius_female,friends,other,cis,ADJ,amod
1891,genius_female,party,other,second,ADJ,amod
1898,genius_female,they,other,want,VERB,nsubj
1907,genius_female,group,other,whole,ADJ,amod
1908,genius_female,group,other,is,VERB,nsubj
1933,genius_female,you,other,need,VERB,nsubj
1996,genius_female,they,other,found,VERB,nsubj
2015,genius_female,they,other,decided,VERB,nsubj
2050,genius_female,genius,other,…,X,amod
2051,genius_female,you,other,find,VERB,nsubj
2191,genius_female,you,other,going,VERB,nsubj
2229,genius_female,she,women,loves,VERB,nsubj
2229,genius_female,man,men,loves,VERB,nsubj
2236,genius_female,she,women,loves,VERB,nsubj
2236,genius_female,man,men,loves,VERB,nsubj
2242,genius_female,you,other,look,VERB,nsubj
2252,genius_female,you,other,remember,VERB,nsubj
2356,genius_female,girls,women,best,ADJ,amod
2411,genius_female,sister,women,loves,VERB,nsubj
2462,genius_female,girl,women,average,ADJ,amod
2463,genius_female,girl,women,get,VERB,nsubj
2468,genius_female,girl,women,perfect,ADJ,amod
2481,genius_female,life,other,know,VERB,dobj
2568,genius_female,you,other,do,VERB,nsubj
2575,genius_female,you,other,see,VERB,nsubj
2692,genius_female,genius,other,tell,VERB,dobj
2748,genius_female,driver,other,drunk,ADJ,amod
2749,genius_female,driver,other,stop,VERB,dobj
2763,genius_female,driver,other,drunk,ADJ,amod
2764,genius_female,driver,other,shot,VERB,nsubj
2878,genius_female,teen,other,do,VERB,nsubj
2917,genius_female,guardian,other,reads,VERB,nsubj
2937,genius_female,artists,other,other,ADJ,amod
2938,genius_female,artists,other,great,ADJ,amod
2955,genius_female,artists,other,many,ADJ,amod
3081,genius_female,you,other,love,VERB,dobj
3107,genius_female,husband,men,embrace,VERB,dobj
3119,genius_female,you,other,thank,VERB,dobj
3124,genius_female,you,other,thank,VERB,dobj
3149,genius_female,you,other,'re,VERB,nsubj
3160,genius_female,genius,other,love,VERB,dobj
3163,genius_female,people,other,know,VERB,nsubj
3252,genius_female,you,other,talking,VERB,nsubj
3279,genius_female,someone,other,noticed,VERB,dobj
3346,genius_female,characters,other,love,VERB,nsubj
3442,genius_female,people,other,stop,VERB,nsubj
3460,genius_female,you,other,can,VERB,nsubj
3635,genius_female,you,other,seen,VERB,dobj
3683,genius_female,bride,women,is,VERB,nsubj
3770,genius_female,you,other,'re,VERB,nsubj
3789,genius_female,guy,men,watch,VERB,dobj
3801,genius_female,guy,men,wants,VERB,nsubj
3811,genius_female,guy,men,wants,VERB,nsubj
3836,genius_female,you,other,got,VERB,nsubj
3841,genius_female,person,other,feel,VERB,nsubj
3845,genius_female,person,other,is,VERB,nsubj
3858,genius_female,woman,women,brilliant,ADJ,amod
3870,genius_female,president,other,next,ADJ,amod
3902,genius_female,you,other,been,VERB,nsubj
3918,genius_female,you,other,gotten,VERB,nsubj
3945,genius_female,you,other,talking,VERB,nsubj
4030,genius_female,apostles,other,promising,VERB,nsubj
4063,genius_female,person,other,is,VERB,nsubj
4079,genius_female,group,other,real,ADJ,amod
4081,genius_female,group,other,real,ADJ,amod
4139,genius_female,you,other,like,VERB,nsubj
4154,genius_female,you,other,know,VERB,nsubj
4170,genius_female,you,other,like,VERB,nsubj
4299,genius_female,pupil,other,youngest,ADJ,amod
4320,genius_female,girl,women,same,ADJ,amod
4366,genius_female,you,other,think,VERB,nsubj
4446,genius_female,you,other,understand,VERB,nsubj
4493,genius_female,they,other,have,VERB,nsubj
4513,genius_female,you,other,watch,VERB,nsubj
4534,genius_female,you,other,want,VERB,nsubj
4547,genius_female,you,other,know,VERB,nsubj
4580,genius_female,brother,men,is,VERB,nsubj
4598,genius_female,brother,men,is,VERB,nsubj
4621,genius_female,you,other,meet,VERB,nsubj
4748,genius_female,people,other,persuade,VERB,dobj
4760,genius_female,people,other,other,ADJ,amod
4761,genius_female,people,other,need,VERB,nsubj
4801,genius_female,person,other,amazing,ADJ,amod
4804,genius_female,you,other,surrounded,VERB,nsubjpass
4819,genius_female,people,other,more,ADJ,amod
4831,genius_female,you,other,finished,VERB,nsubj
4841,genius_female,you,other,think,VERB,nsubj
